metier;area_management;number_cell_management;number_cell_metier;number_cell_intersection
L_3_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;120;26
L_3_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;232;76
L_3_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;232;22
L_3_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;232;4
L_3_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;232;232
L_3_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;232;53
L_3_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;107;12
L_3_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;107;18
L_3_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;107;0
L_3_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;107;107
L_3_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;107;25
L_3_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;175;38
L_3_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;175;17
L_3_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;175;4
L_3_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;175;175
L_3_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;175;44
L_HKE-Zunique @ other-12-15;zbsi_penatules;106;10;0
L_HKE-Zunique @ other-12-15;Zone_3miles-2rectSud;52;10;1
L_HKE-Zunique @ other-12-15;Zone_Coraux;48;10;0
L_HKE-Zunique @ other-12-15;zone_FermG;702;10;10
L_HKE-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;10;3
L_HKE_Zhigh @ 15-Inf;zbsi_penatules;106;36;14
L_HKE_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;36;0
L_HKE_Zhigh @ 15-Inf;Zone_Coraux;48;36;3
L_HKE_Zhigh @ 15-Inf;zone_FermG;702;36;36
L_HKE_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;36;0
L_HKE_Zlow @ 15-Inf;zbsi_penatules;106;241;54
L_HKE_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;241;20
L_HKE_Zlow @ 15-Inf;Zone_Coraux;48;241;21
L_HKE_Zlow @ 15-Inf;zone_FermG;702;241;241
L_HKE_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;241;44
L_HKE_Zunique @ bob_north-12-15;zbsi_penatules;106;18;1
L_HKE_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;18;4
L_HKE_Zunique @ bob_north-12-15;Zone_Coraux;48;18;0
L_HKE_Zunique @ bob_north-12-15;zone_FermG;702;18;18
L_HKE_Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;18;3
L_HKE_Zunique @ bob_south-12-15;zbsi_penatules;106;36;4
L_HKE_Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;36;5
L_HKE_Zunique @ bob_south-12-15;Zone_Coraux;48;36;0
L_HKE_Zunique @ bob_south-12-15;zone_FermG;702;36;36
L_HKE_Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;36;9
L_LOW-Zunique @ bob_north-12-15;zbsi_penatules;106;15;5
L_LOW-Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;15;0
L_LOW-Zunique @ bob_north-12-15;Zone_Coraux;48;15;0
L_LOW-Zunique @ bob_north-12-15;zone_FermG;702;15;15
L_LOW-Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;15;9
L_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;20;7
L_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;20;1
L_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;20;0
L_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;20;20
L_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;20;2
L_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;11;0
L_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;11;4
L_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;11;0
L_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;11;11
L_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;11;1
L_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;16;2
L_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;16;3
L_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;16;0
L_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;16;16
L_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;16;9
L_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;20;1
L_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;20;6
L_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;20;0
L_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;20;20
L_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;20;0
L_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;23;2
L_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;23;4
L_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;23;0
L_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;23;23
L_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;23;5
L_low_activity_3_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;13;1
L_low_activity_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
L_low_activity_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;13;0
L_low_activity_3_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;13;13
L_low_activity_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;0
L_low_activity_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;44;7
L_low_activity_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;44;10
L_low_activity_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;44;0
L_low_activity_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;44;44
L_low_activity_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;44;10
L_low_activity_3_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;80;9
L_low_activity_3_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;80;13
L_low_activity_3_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;80;0
L_low_activity_3_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;80;80
L_low_activity_3_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;80;17
L_low_activity_3_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;11;9
L_low_activity_3_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;11;1
L_low_activity_3_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;11;0
L_low_activity_3_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;11;11
L_low_activity_3_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;11;0
L_low_activity_3_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;36;6
L_low_activity_3_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;36;8
L_low_activity_3_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;36;0
L_low_activity_3_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;36;36
L_low_activity_3_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;36;0
L_low_activity_3_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;26;0
L_low_activity_3_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;26;5
L_low_activity_3_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;26;0
L_low_activity_3_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;26;26
L_low_activity_3_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;26;2
L_LOW_Zhigh @ 15-Inf;zbsi_penatules;106;43;11
L_LOW_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;43;4
L_LOW_Zhigh @ 15-Inf;Zone_Coraux;48;43;3
L_LOW_Zhigh @ 15-Inf;zone_FermG;702;43;43
L_LOW_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;43;17
L_LOW_Zlow @ 15-Inf;zbsi_penatules;106;111;35
L_LOW_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;111;10
L_LOW_Zlow @ 15-Inf;Zone_Coraux;48;111;21
L_LOW_Zlow @ 15-Inf;zone_FermG;702;111;111
L_LOW_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;111;11
L_LOW_Zunique @ bob_south-12-15;zbsi_penatules;106;17;11
L_LOW_Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;17;0
L_LOW_Zunique @ bob_south-12-15;Zone_Coraux;48;17;4
L_LOW_Zunique @ bob_south-12-15;zone_FermG;702;17;17
L_LOW_Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;17;0
L_metier_OTH-Zunique @ 15-Inf;zbsi_penatules;106;38;2
L_metier_OTH-Zunique @ 15-Inf;Zone_3miles-2rectSud;52;38;6
L_metier_OTH-Zunique @ 15-Inf;Zone_Coraux;48;38;0
L_metier_OTH-Zunique @ 15-Inf;zone_FermG;702;38;38
L_metier_OTH-Zunique @ 15-Inf;Zone_ZFH_FrayereSole;56;38;0
L_metier_OTH-Zunique @ bob_north-12-15;zbsi_penatules;106;87;25
L_metier_OTH-Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;87;7
L_metier_OTH-Zunique @ bob_north-12-15;Zone_Coraux;48;87;0
L_metier_OTH-Zunique @ bob_north-12-15;zone_FermG;702;87;87
L_metier_OTH-Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;87;35
L_metier_OTH-Zunique @ bob_south-12-15;zbsi_penatules;106;152;43
L_metier_OTH-Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;152;15
L_metier_OTH-Zunique @ bob_south-12-15;Zone_Coraux;48;152;5
L_metier_OTH-Zunique @ bob_south-12-15;zone_FermG;702;152;152
L_metier_OTH-Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;152;34
L_metier_OTH-Zunique @ other-12-15;zbsi_penatules;106;10;0
L_metier_OTH-Zunique @ other-12-15;Zone_3miles-2rectSud;52;10;1
L_metier_OTH-Zunique @ other-12-15;Zone_Coraux;48;10;0
L_metier_OTH-Zunique @ other-12-15;zone_FermG;702;10;10
L_metier_OTH-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;10;3
L_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;175;64
L_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;175;17
L_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;175;0
L_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;175;175
L_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;175;47
L_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;131;25
L_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;131;17
L_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;131;0
L_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;131;131
L_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;131;32
L_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;23;0
L_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;23;2
L_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;23;0
L_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;23;23
L_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;23;5
L_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;73;9
L_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;73;10
L_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;73;0
L_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;73;73
L_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;73;6
L_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;46;0
L_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;46;6
L_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;46;0
L_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;46;46
L_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;46;12
L_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;81;7
L_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;81;17
L_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;81;0
L_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;81;81
L_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;81;18
L_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;88;8
L_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;88;20
L_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;88;0
L_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;88;88
L_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;88;12
L_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;87;22
L_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;87;10
L_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;87;0
L_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;87;87
L_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;87;22
L_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;279;90
L_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;279;22
L_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;279;9
L_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;279;279
L_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;279;55
L_metier_OTH_Zunique @ Flottille espèces autres-0-10;zbsi_penatules;106;3;0
L_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_3miles-2rectSud;52;3;0
L_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_Coraux;48;3;0
L_metier_OTH_Zunique @ Flottille espèces autres-0-10;zone_FermG;702;3;3
L_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_ZFH_FrayereSole;56;3;3
L_metier_OTH_Zunique @ Flottille espèces autres-10-12;zbsi_penatules;106;2;2
L_metier_OTH_Zunique @ Flottille espèces autres-10-12;Zone_3miles-2rectSud;52;2;0
L_metier_OTH_Zunique @ Flottille espèces autres-10-12;Zone_Coraux;48;2;0
L_metier_OTH_Zunique @ Flottille espèces autres-10-12;zone_FermG;702;2;2
L_metier_OTH_Zunique @ Flottille espèces autres-10-12;Zone_ZFH_FrayereSole;56;2;0
L_metier_OTH_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;124;12
L_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;124;22
L_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;124;0
L_metier_OTH_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;124;124
L_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;124;26
L_metier_OTH_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;246;76
L_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;246;22
L_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;246;9
L_metier_OTH_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;246;246
L_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;246;53
L_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;116;12
L_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;116;22
L_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;116;0
L_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;116;116
L_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;116;26
L_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;236;78
L_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;236;18
L_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;236;5
L_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;236;236
L_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;236;55
M_2_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;16;0
M_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;16;3
M_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;16;0
M_2_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;16;16
M_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;16;2
M_2_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;40;4
M_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;40;5
M_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;40;0
M_2_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;40;40
M_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;40;14
M_2_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;26;0
M_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;26;4
M_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;26;0
M_2_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;26;26
M_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;26;5
M_2_Zunique @ Chalutiers mixtes exclusifs-10-12;zbsi_penatules;106;75;11
M_2_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_3miles-2rectSud;52;75;8
M_2_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_Coraux;48;75;0
M_2_Zunique @ Chalutiers mixtes exclusifs-10-12;zone_FermG;702;75;75
M_2_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_ZFH_FrayereSole;56;75;35
M_2_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;28;0
M_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;28;3
M_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;28;0
M_2_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;28;28
M_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;28;8
M_2_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;42;5
M_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;42;2
M_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;42;0
M_2_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;42;42
M_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;42;13
M_2_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;21;0
M_2_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;21;5
M_2_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;21;0
M_2_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;21;21
M_2_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;21;4
M_2_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;10;0
M_2_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;10;1
M_2_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;10;0
M_2_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;10;10
M_2_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;10;3
M_3_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;66;6
M_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;66;9
M_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;66;0
M_3_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;66;66
M_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;66;26
M_3_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;42;8
M_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;42;1
M_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;42;4
M_3_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;42;42
M_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;42;14
M_3_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;70;11
M_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;70;5
M_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;70;0
M_3_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;70;70
M_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;70;34
M_3_Zunique @ Chalutiers mixtes exclusifs-10-12;zbsi_penatules;106;82;11
M_3_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_3miles-2rectSud;52;82;10
M_3_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_Coraux;48;82;0
M_3_Zunique @ Chalutiers mixtes exclusifs-10-12;zone_FermG;702;82;82
M_3_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_ZFH_FrayereSole;56;82;35
M_3_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;27;4
M_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;27;4
M_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;27;0
M_3_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;27;27
M_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;27;12
M_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;10;0
M_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;10;1
M_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;10;0
M_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;10;10
M_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;10;3
M_3_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;73;25
M_3_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;73;4
M_3_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;73;0
M_3_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;73;73
M_3_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;73;32
M_HKE_Zhigh @ 15-Inf;zbsi_penatules;106;17;8
M_HKE_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;17;0
M_HKE_Zhigh @ 15-Inf;Zone_Coraux;48;17;0
M_HKE_Zhigh @ 15-Inf;zone_FermG;702;17;17
M_HKE_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;17;0
M_HKE_Zhigh @ bob_south-12-15;zbsi_penatules;106;31;13
M_HKE_Zhigh @ bob_south-12-15;Zone_3miles-2rectSud;52;31;3
M_HKE_Zhigh @ bob_south-12-15;Zone_Coraux;48;31;0
M_HKE_Zhigh @ bob_south-12-15;zone_FermG;702;31;31
M_HKE_Zhigh @ bob_south-12-15;Zone_ZFH_FrayereSole;56;31;10
M_HKE_Zlow @ 15-Inf;zbsi_penatules;106;335;94
M_HKE_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;335;28
M_HKE_Zlow @ 15-Inf;Zone_Coraux;48;335;28
M_HKE_Zlow @ 15-Inf;zone_FermG;702;335;335
M_HKE_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;335;56
M_HKE_Zlow @ bob_south-12-15;zbsi_penatules;106;85;9
M_HKE_Zlow @ bob_south-12-15;Zone_3miles-2rectSud;52;85;16
M_HKE_Zlow @ bob_south-12-15;Zone_Coraux;48;85;0
M_HKE_Zlow @ bob_south-12-15;zone_FermG;702;85;85
M_HKE_Zlow @ bob_south-12-15;Zone_ZFH_FrayereSole;56;85;27
M_HKE_Zunique @ bob_north-12-15;zbsi_penatules;106;22;6
M_HKE_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;22;1
M_HKE_Zunique @ bob_north-12-15;Zone_Coraux;48;22;0
M_HKE_Zunique @ bob_north-12-15;zone_FermG;702;22;22
